# Channel,Subsystem,Area,Mirror,Distance,Direction,Sensor,Fs
L1:ISI-HAM3_MASTER_H1_DRIVE_DQ,ISI,HAM3,,,,FEEDBACK,2048
L1:ISI-HAM3_MASTER_H2_DRIVE_DQ,ISI,HAM3,,,,FEEDBACK,2048
L1:ISI-HAM3_MASTER_H3_DRIVE_DQ,ISI,HAM3,,,,FEEDBACK,2048
L1:ISI-HAM3_MASTER_V1_DRIVE_DQ,ISI,HAM3,,,,FEEDBACK,2048
L1:ISI-HAM3_MASTER_V2_DRIVE_DQ,ISI,HAM3,,,,FEEDBACK,2048
L1:ISI-HAM3_MASTER_V3_DRIVE_DQ,ISI,HAM3,,,,FEEDBACK,2048
L1:HPI-HAM4_BLND_IPS_HP_IN1_DQ,HPI,HAM4,,,,,512
L1:HPI-HAM4_BLND_IPS_RX_IN1_DQ,HPI,HAM4,,,RX,,512
L1:HPI-HAM4_BLND_IPS_RY_IN1_DQ,HPI,HAM4,,,RY,,512
L1:HPI-HAM4_BLND_IPS_RZ_IN1_DQ,HPI,HAM4,,,RZ,,512
L1:HPI-HAM4_BLND_IPS_VP_IN1_DQ,HPI,HAM4,,,,,512
L1:HPI-HAM4_BLND_IPS_X_IN1_DQ,HPI,HAM4,,,X,,512
L1:HPI-HAM4_BLND_IPS_Y_IN1_DQ,HPI,HAM4,,,YAW,,512
L1:HPI-HAM4_BLND_IPS_Z_IN1_DQ,HPI,HAM4,,,Z,,512
L1:HPI-HAM4_BLND_L4C_HP_IN1_DQ,HPI,HAM4,,,,,1024
L1:HPI-HAM4_BLND_L4C_RX_IN1_DQ,HPI,HAM4,,,RX,,1024
L1:HPI-HAM4_BLND_L4C_RY_IN1_DQ,HPI,HAM4,,,RY,,1024
L1:HPI-HAM4_BLND_L4C_RZ_IN1_DQ,HPI,HAM4,,,RZ,,1024
L1:HPI-HAM4_BLND_L4C_VP_IN1_DQ,HPI,HAM4,,,,,1024
L1:HPI-HAM4_BLND_L4C_X_IN1_DQ,HPI,HAM4,,,X,,1024
L1:HPI-HAM4_BLND_L4C_Y_IN1_DQ,HPI,HAM4,,,YAW,,1024
L1:HPI-HAM4_BLND_L4C_Z_IN1_DQ,HPI,HAM4,,,Z,,1024
L1:HPI-HAM4_MASTER_OUT_H1_DQ,HPI,HAM4,,,,,512
L1:HPI-HAM4_MASTER_OUT_H2_DQ,HPI,HAM4,,,,,512
L1:HPI-HAM4_MASTER_OUT_H3_DQ,HPI,HAM4,,,,,512
L1:HPI-HAM4_MASTER_OUT_H4_DQ,HPI,HAM4,,,,,512
L1:HPI-HAM4_MASTER_OUT_V1_DQ,HPI,HAM4,,,,,512
L1:HPI-HAM4_MASTER_OUT_V2_DQ,HPI,HAM4,,,,,512
L1:HPI-HAM4_MASTER_OUT_V3_DQ,HPI,HAM4,,,,,512
L1:HPI-HAM4_MASTER_OUT_V4_DQ,HPI,HAM4,,,,,512
L1:HPI-HAM5_BLND_IPS_HP_IN1_DQ,HPI,HAM5,,,,,512
L1:HPI-HAM5_BLND_IPS_RX_IN1_DQ,HPI,HAM5,,,RX,,512
L1:HPI-HAM5_BLND_IPS_RY_IN1_DQ,HPI,HAM5,,,RY,,512
L1:HPI-HAM5_BLND_IPS_RZ_IN1_DQ,HPI,HAM5,,,RZ,,512
L1:HPI-HAM5_BLND_IPS_VP_IN1_DQ,HPI,HAM5,,,,,512
L1:HPI-HAM5_BLND_IPS_X_IN1_DQ,HPI,HAM5,,,X,,512
L1:HPI-HAM5_BLND_IPS_Y_IN1_DQ,HPI,HAM5,,,YAW,,512
L1:HPI-HAM5_BLND_IPS_Z_IN1_DQ,HPI,HAM5,,,Z,,512
L1:HPI-HAM5_BLND_L4C_HP_IN1_DQ,HPI,HAM5,,,,,1024
L1:HPI-HAM5_BLND_L4C_RX_IN1_DQ,HPI,HAM5,,,RX,,1024
L1:HPI-HAM5_BLND_L4C_RY_IN1_DQ,HPI,HAM5,,,RY,,1024
L1:HPI-HAM5_BLND_L4C_RZ_IN1_DQ,HPI,HAM5,,,RZ,,1024
L1:HPI-HAM5_BLND_L4C_VP_IN1_DQ,HPI,HAM5,,,,,1024
L1:HPI-HAM5_BLND_L4C_X_IN1_DQ,HPI,HAM5,,,X,,1024
L1:HPI-HAM5_BLND_L4C_Y_IN1_DQ,HPI,HAM5,,,YAW,,1024
L1:HPI-HAM5_BLND_L4C_Z_IN1_DQ,HPI,HAM5,,,Z,,1024
L1:HPI-HAM5_MASTER_OUT_H1_DQ,HPI,HAM5,,,,,512
L1:HPI-HAM5_MASTER_OUT_H2_DQ,HPI,HAM5,,,,,512
L1:HPI-HAM5_MASTER_OUT_H3_DQ,HPI,HAM5,,,,,512
L1:HPI-HAM5_MASTER_OUT_H4_DQ,HPI,HAM5,,,,,512
L1:HPI-HAM5_MASTER_OUT_V1_DQ,HPI,HAM5,,,,,512
L1:HPI-HAM5_MASTER_OUT_V2_DQ,HPI,HAM5,,,,,512
L1:HPI-HAM5_MASTER_OUT_V3_DQ,HPI,HAM5,,,,,512
L1:HPI-HAM5_MASTER_OUT_V4_DQ,HPI,HAM5,,,,,512
L1:ISI-HAM4_BLND_CPSRX_IN1_DQ,ISI,HAM4,,,RX,SEIS,512
L1:ISI-HAM4_BLND_CPSRY_IN1_DQ,ISI,HAM4,,,RY,SEIS,512
L1:ISI-HAM4_BLND_CPSRZ_IN1_DQ,ISI,HAM4,,,RZ,SEIS,512
L1:ISI-HAM4_BLND_CPSX_IN1_DQ,ISI,HAM4,,,,SEIS,512
L1:ISI-HAM4_BLND_CPSY_IN1_DQ,ISI,HAM4,,,,SEIS,512
L1:ISI-HAM4_BLND_CPSZ_IN1_DQ,ISI,HAM4,,,,SEIS,512
L1:ISI-HAM4_BLND_GS13RX_IN1_DQ,ISI,HAM4,,,RX,SEIS,2048
L1:ISI-HAM4_BLND_GS13RY_IN1_DQ,ISI,HAM4,,,RY,SEIS,2048
L1:ISI-HAM4_BLND_GS13RZ_IN1_DQ,ISI,HAM4,,,RZ,SEIS,2048
L1:ISI-HAM4_BLND_GS13X_IN1_DQ,ISI,HAM4,,,,SEIS,2048
L1:ISI-HAM4_BLND_GS13Y_IN1_DQ,ISI,HAM4,,,,SEIS,2048
L1:ISI-HAM4_BLND_GS13Z_IN1_DQ,ISI,HAM4,,,,SEIS,2048
L1:ISI-HAM4_FF_RX_IN1_DQ,ISI,HAM4,,,RX,SEIS,2048
L1:ISI-HAM4_FF_RY_IN1_DQ,ISI,HAM4,,,RY,SEIS,2048
L1:ISI-HAM4_FF_RZ_IN1_DQ,ISI,HAM4,,,RZ,SEIS,2048
L1:ISI-HAM4_FF_X_IN1_DQ,ISI,HAM4,,,X,SEIS,2048
L1:ISI-HAM4_FF_Y_IN1_DQ,ISI,HAM4,,,YAW,SEIS,2048
L1:ISI-HAM4_FF_Z_IN1_DQ,ISI,HAM4,,,Z,SEIS,2048
L1:ISI-HAM4_MASTER_H1_DRIVE_DQ,ISI,HAM4,,,,FEEDBACK,2048
L1:ISI-HAM4_MASTER_H2_DRIVE_DQ,ISI,HAM4,,,,FEEDBACK,2048
L1:ISI-HAM4_MASTER_H3_DRIVE_DQ,ISI,HAM4,,,,FEEDBACK,2048
L1:ISI-HAM4_MASTER_V1_DRIVE_DQ,ISI,HAM4,,,,FEEDBACK,2048
L1:ISI-HAM4_MASTER_V2_DRIVE_DQ,ISI,HAM4,,,,FEEDBACK,2048
L1:ISI-HAM4_MASTER_V3_DRIVE_DQ,ISI,HAM4,,,,FEEDBACK,2048
L1:ISI-HAM5_BLND_CPSRX_IN1_DQ,ISI,HAM5,,,RX,SEIS,512
L1:ISI-HAM5_BLND_CPSRY_IN1_DQ,ISI,HAM5,,,RY,SEIS,512
L1:ISI-HAM5_BLND_CPSRZ_IN1_DQ,ISI,HAM5,,,RZ,SEIS,512
L1:ISI-HAM5_BLND_CPSX_IN1_DQ,ISI,HAM5,,,,SEIS,512
L1:ISI-HAM5_BLND_CPSY_IN1_DQ,ISI,HAM5,,,,SEIS,512
L1:ISI-HAM5_BLND_CPSZ_IN1_DQ,ISI,HAM5,,,,SEIS,512
L1:ISI-HAM5_BLND_GS13RX_IN1_DQ,ISI,HAM5,,,RX,SEIS,2048
L1:ISI-HAM5_BLND_GS13RY_IN1_DQ,ISI,HAM5,,,RY,SEIS,2048
L1:ISI-HAM5_BLND_GS13RZ_IN1_DQ,ISI,HAM5,,,RZ,SEIS,2048
L1:ISI-HAM5_BLND_GS13X_IN1_DQ,ISI,HAM5,,,,SEIS,2048
L1:ISI-HAM5_BLND_GS13Y_IN1_DQ,ISI,HAM5,,,,SEIS,2048
L1:ISI-HAM5_BLND_GS13Z_IN1_DQ,ISI,HAM5,,,,SEIS,2048
L1:ISI-HAM5_FF_RX_IN1_DQ,ISI,HAM5,,,RX,SEIS,2048
L1:ISI-HAM5_FF_RY_IN1_DQ,ISI,HAM5,,,RY,SEIS,2048
L1:ISI-HAM5_FF_RZ_IN1_DQ,ISI,HAM5,,,RZ,SEIS,2048
L1:ISI-HAM5_FF_X_IN1_DQ,ISI,HAM5,,,X,SEIS,2048
L1:ISI-HAM5_FF_Y_IN1_DQ,ISI,HAM5,,,YAW,SEIS,2048
L1:ISI-HAM5_FF_Z_IN1_DQ,ISI,HAM5,,,Z,SEIS,2048
L1:ISI-HAM5_MASTER_H1_DRIVE_DQ,ISI,HAM5,,,,FEEDBACK,2048
L1:ISI-HAM5_MASTER_H2_DRIVE_DQ,ISI,HAM5,,,,FEEDBACK,2048
L1:ISI-HAM5_MASTER_H3_DRIVE_DQ,ISI,HAM5,,,,FEEDBACK,2048
L1:ISI-HAM5_MASTER_V1_DRIVE_DQ,ISI,HAM5,,,,FEEDBACK,2048
L1:ISI-HAM5_MASTER_V2_DRIVE_DQ,ISI,HAM5,,,,FEEDBACK,2048
L1:ISI-HAM5_MASTER_V3_DRIVE_DQ,ISI,HAM5,,,,FEEDBACK,2048
L1:HPI-BS_BLND_IPS_HP_IN1_DQ,HPI,BSC2,BS,,,,512
L1:HPI-BS_BLND_IPS_RX_IN1_DQ,HPI,BSC2,BS,,RX,,512
L1:HPI-BS_BLND_IPS_RY_IN1_DQ,HPI,BSC2,BS,,RY,,512
L1:HPI-BS_BLND_IPS_RZ_IN1_DQ,HPI,BSC2,BS,,RZ,,512
L1:HPI-BS_BLND_IPS_VP_IN1_DQ,HPI,BSC2,BS,,,,512
L1:HPI-BS_BLND_IPS_X_IN1_DQ,HPI,BSC2,BS,,X,,512
L1:HPI-BS_BLND_IPS_Y_IN1_DQ,HPI,BSC2,BS,,YAW,,512
L1:HPI-BS_BLND_IPS_Z_IN1_DQ,HPI,BSC2,BS,,Z,,512
L1:HPI-BS_BLND_L4C_HP_IN1_DQ,HPI,BSC2,BS,,,,1024
L1:HPI-BS_BLND_L4C_RX_IN1_DQ,HPI,BSC2,BS,,RX,,1024
L1:HPI-BS_BLND_L4C_RY_IN1_DQ,HPI,BSC2,BS,,RY,,1024
L1:HPI-BS_BLND_L4C_RZ_IN1_DQ,HPI,BSC2,BS,,RZ,,1024
L1:HPI-BS_BLND_L4C_VP_IN1_DQ,HPI,BSC2,BS,,,,1024
L1:HPI-BS_BLND_L4C_X_IN1_DQ,HPI,BSC2,BS,,X,,1024
L1:HPI-BS_BLND_L4C_Y_IN1_DQ,HPI,BSC2,BS,,YAW,,1024
L1:HPI-BS_BLND_L4C_Z_IN1_DQ,HPI,BSC2,BS,,Z,,1024
L1:HPI-BS_MASTER_OUT_H1_DQ,HPI,BSC2,BS,,,,512
L1:HPI-BS_MASTER_OUT_H2_DQ,HPI,BSC2,BS,,,,512
L1:HPI-BS_MASTER_OUT_H3_DQ,HPI,BSC2,BS,,,,512
L1:HPI-BS_MASTER_OUT_H4_DQ,HPI,BSC2,BS,,,,512
L1:HPI-BS_MASTER_OUT_V1_DQ,HPI,BSC2,BS,,,,512
L1:HPI-BS_MASTER_OUT_V2_DQ,HPI,BSC2,BS,,,,512
L1:HPI-BS_MASTER_OUT_V3_DQ,HPI,BSC2,BS,,,,512
L1:HPI-BS_MASTER_OUT_V4_DQ,HPI,BSC2,BS,,,,512
L1:ISI-BS_ST1_BLND_RX_CPS_CUR_IN1_DQ,ISI,BSC2,BS,,RX,SEIS,512
L1:ISI-BS_ST1_BLND_RX_L4C_CUR_IN1_DQ,ISI,BSC2,BS,,RX,SEIS,2048
L1:ISI-BS_ST1_BLND_RX_T240_CUR_IN1_DQ,ISI,BSC2,BS,,RX,SEIS,512
L1:ISI-BS_ST1_BLND_RY_CPS_CUR_IN1_DQ,ISI,BSC2,BS,,RY,SEIS,512
L1:ISI-BS_ST1_BLND_RY_L4C_CUR_IN1_DQ,ISI,BSC2,BS,,RY,SEIS,2048
L1:ISI-BS_ST1_BLND_RY_T240_CUR_IN1_DQ,ISI,BSC2,BS,,RY,SEIS,512
L1:ISI-BS_ST1_BLND_RZ_CPS_CUR_IN1_DQ,ISI,BSC2,BS,,RZ,SEIS,512
L1:ISI-BS_ST1_BLND_RZ_L4C_CUR_IN1_DQ,ISI,BSC2,BS,,RZ,SEIS,2048
L1:ISI-BS_ST1_BLND_RZ_T240_CUR_IN1_DQ,ISI,BSC2,BS,,RZ,SEIS,512
L1:ISI-BS_ST1_BLND_X_CPS_CUR_IN1_DQ,ISI,BSC2,BS,,X,SEIS,512
L1:ISI-BS_ST1_BLND_X_L4C_CUR_IN1_DQ,ISI,BSC2,BS,,X,SEIS,2048
L1:ISI-BS_ST1_BLND_X_T240_CUR_IN1_DQ,ISI,BSC2,BS,,X,SEIS,512
L1:ISI-BS_ST1_BLND_Y_CPS_CUR_IN1_DQ,ISI,BSC2,BS,,YAW,SEIS,512
L1:ISI-BS_ST1_BLND_Y_L4C_CUR_IN1_DQ,ISI,BSC2,BS,,YAW,SEIS,2048
L1:ISI-BS_ST1_BLND_Y_T240_CUR_IN1_DQ,ISI,BSC2,BS,,YAW,SEIS,512
L1:ISI-BS_ST1_BLND_Z_CPS_CUR_IN1_DQ,ISI,BSC2,BS,,Z,SEIS,512
L1:ISI-BS_ST1_BLND_Z_L4C_CUR_IN1_DQ,ISI,BSC2,BS,,Z,SEIS,2048
L1:ISI-BS_ST1_BLND_Z_T240_CUR_IN1_DQ,ISI,BSC2,BS,,Z,SEIS,512
L1:ISI-BS_ST1_MASTER_H1_DRIVE_DQ,ISI,BSC2,BS,,,FEEDBACK,512
L1:ISI-BS_ST1_MASTER_H2_DRIVE_DQ,ISI,BSC2,BS,,,FEEDBACK,512
L1:ISI-BS_ST1_MASTER_H3_DRIVE_DQ,ISI,BSC2,BS,,,FEEDBACK,512
L1:ISI-BS_ST1_MASTER_V1_DRIVE_DQ,ISI,BSC2,BS,,,FEEDBACK,512
L1:ISI-BS_ST1_MASTER_V2_DRIVE_DQ,ISI,BSC2,BS,,,FEEDBACK,512
L1:ISI-BS_ST1_MASTER_V3_DRIVE_DQ,ISI,BSC2,BS,,,FEEDBACK,512
L1:ISI-BS_ST2_BLND_RX_CPS_CUR_IN1_DQ,ISI,BSC2,BS,,RX,SEIS,512
L1:ISI-BS_ST2_BLND_RX_GS13_CUR_IN1_DQ,ISI,BSC2,BS,,RX,SEIS,2048
L1:ISI-BS_ST2_BLND_RY_CPS_CUR_IN1_DQ,ISI,BSC2,BS,,RY,SEIS,512
L1:ISI-BS_ST2_BLND_RY_GS13_CUR_IN1_DQ,ISI,BSC2,BS,,RY,SEIS,2048
L1:ISI-BS_ST2_BLND_RZ_CPS_CUR_IN1_DQ,ISI,BSC2,BS,,RZ,SEIS,512
L1:ISI-BS_ST2_BLND_RZ_GS13_CUR_IN1_DQ,ISI,BSC2,BS,,RZ,SEIS,2048
L1:ISI-BS_ST2_BLND_X_CPS_CUR_IN1_DQ,ISI,BSC2,BS,,X,SEIS,512
L1:ISI-BS_ST2_BLND_X_GS13_CUR_IN1_DQ,ISI,BSC2,BS,,X,SEIS,2048
L1:ISI-BS_ST2_BLND_Y_CPS_CUR_IN1_DQ,ISI,BSC2,BS,,YAW,SEIS,512
L1:ISI-BS_ST2_BLND_Y_GS13_CUR_IN1_DQ,ISI,BSC2,BS,,YAW,SEIS,2048
L1:ISI-BS_ST2_BLND_Z_CPS_CUR_IN1_DQ,ISI,BSC2,BS,,Z,SEIS,512
L1:ISI-BS_ST2_BLND_Z_GS13_CUR_IN1_DQ,ISI,BSC2,BS,,Z,SEIS,2048
L1:ISI-BS_ST2_MASTER_H1_DRIVE_DQ,ISI,BSC2,BS,,,FEEDBACK,512
L1:ISI-BS_ST2_MASTER_H2_DRIVE_DQ,ISI,BSC2,BS,,,FEEDBACK,512
L1:ISI-BS_ST2_MASTER_H3_DRIVE_DQ,ISI,BSC2,BS,,,FEEDBACK,512
L1:ISI-BS_ST2_MASTER_V1_DRIVE_DQ,ISI,BSC2,BS,,,FEEDBACK,512
L1:ISI-BS_ST2_MASTER_V2_DRIVE_DQ,ISI,BSC2,BS,,,FEEDBACK,512
L1:ISI-BS_ST2_MASTER_V3_DRIVE_DQ,ISI,BSC2,BS,,,FEEDBACK,512
L1:HPI-ITMX_BLND_IPS_HP_IN1_DQ,HPI,BSC9,ITMX,,,,512
L1:HPI-ITMX_BLND_IPS_RX_IN1_DQ,HPI,BSC9,ITMX,,RX,,512
L1:HPI-ITMX_BLND_IPS_RY_IN1_DQ,HPI,BSC9,ITMX,,RY,,512
L1:HPI-ITMX_BLND_IPS_RZ_IN1_DQ,HPI,BSC9,ITMX,,RZ,,512
L1:HPI-ITMX_BLND_IPS_VP_IN1_DQ,HPI,BSC9,ITMX,,,,512
L1:HPI-ITMX_BLND_IPS_X_IN1_DQ,HPI,BSC9,ITMX,,X,,512
L1:HPI-ITMX_BLND_IPS_Y_IN1_DQ,HPI,BSC9,ITMX,,YAW,,512
L1:HPI-ITMX_BLND_IPS_Z_IN1_DQ,HPI,BSC9,ITMX,,Z,,512
L1:HPI-ITMX_BLND_L4C_HP_IN1_DQ,HPI,BSC9,ITMX,,,,1024
L1:HPI-ITMX_BLND_L4C_RX_IN1_DQ,HPI,BSC9,ITMX,,RX,,1024
L1:HPI-ITMX_BLND_L4C_RY_IN1_DQ,HPI,BSC9,ITMX,,RY,,1024
L1:HPI-ITMX_BLND_L4C_RZ_IN1_DQ,HPI,BSC9,ITMX,,RZ,,1024
L1:HPI-ITMX_BLND_L4C_VP_IN1_DQ,HPI,BSC9,ITMX,,,,1024
L1:HPI-ITMX_BLND_L4C_X_IN1_DQ,HPI,BSC9,ITMX,,X,,1024
L1:HPI-ITMX_BLND_L4C_Y_IN1_DQ,HPI,BSC9,ITMX,,YAW,,1024
L1:HPI-ITMX_BLND_L4C_Z_IN1_DQ,HPI,BSC9,ITMX,,Z,,1024
L1:HPI-ITMX_MASTER_OUT_H1_DQ,HPI,BSC9,ITMX,,,,512
L1:HPI-ITMX_MASTER_OUT_H2_DQ,HPI,BSC9,ITMX,,,,512
L1:HPI-ITMX_MASTER_OUT_H3_DQ,HPI,BSC9,ITMX,,,,512
L1:HPI-ITMX_MASTER_OUT_H4_DQ,HPI,BSC9,ITMX,,,,512
L1:HPI-ITMX_MASTER_OUT_V1_DQ,HPI,BSC9,ITMX,,,,512
L1:HPI-ITMX_MASTER_OUT_V2_DQ,HPI,BSC9,ITMX,,,,512
L1:HPI-ITMX_MASTER_OUT_V3_DQ,HPI,BSC9,ITMX,,,,512
L1:HPI-ITMX_MASTER_OUT_V4_DQ,HPI,BSC9,ITMX,,,,512
L1:ISI-ITMX_ST1_BLND_RX_CPS_CUR_IN1_DQ,ISI,BSC9,ITMX,,RX,SEIS,512
L1:ISI-ITMX_ST1_BLND_RX_L4C_CUR_IN1_DQ,ISI,BSC9,ITMX,,RX,SEIS,2048
L1:ISI-ITMX_ST1_BLND_RX_T240_CUR_IN1_DQ,ISI,BSC9,ITMX,,RX,SEIS,512
L1:ISI-ITMX_ST1_BLND_RY_CPS_CUR_IN1_DQ,ISI,BSC9,ITMX,,RY,SEIS,512
L1:ISI-ITMX_ST1_BLND_RY_L4C_CUR_IN1_DQ,ISI,BSC9,ITMX,,RY,SEIS,2048
L1:ISI-ITMX_ST1_BLND_RY_T240_CUR_IN1_DQ,ISI,BSC9,ITMX,,RY,SEIS,512
L1:ISI-ITMX_ST1_BLND_RZ_CPS_CUR_IN1_DQ,ISI,BSC9,ITMX,,RZ,SEIS,512
L1:ISI-ITMX_ST1_BLND_RZ_L4C_CUR_IN1_DQ,ISI,BSC9,ITMX,,RZ,SEIS,2048
L1:ISI-ITMX_ST1_BLND_RZ_T240_CUR_IN1_DQ,ISI,BSC9,ITMX,,RZ,SEIS,512
L1:ISI-ITMX_ST1_BLND_X_CPS_CUR_IN1_DQ,ISI,BSC9,ITMX,,X,SEIS,512
L1:ISI-ITMX_ST1_BLND_X_L4C_CUR_IN1_DQ,ISI,BSC9,ITMX,,X,SEIS,2048
L1:ISI-ITMX_ST1_BLND_X_T240_CUR_IN1_DQ,ISI,BSC9,ITMX,,X,SEIS,512
L1:ISI-ITMX_ST1_BLND_Y_CPS_CUR_IN1_DQ,ISI,BSC9,ITMX,,YAW,SEIS,512
L1:ISI-ITMX_ST1_BLND_Y_L4C_CUR_IN1_DQ,ISI,BSC9,ITMX,,YAW,SEIS,2048
L1:ISI-ITMX_ST1_BLND_Y_T240_CUR_IN1_DQ,ISI,BSC9,ITMX,,YAW,SEIS,512
L1:ISI-ITMX_ST1_BLND_Z_CPS_CUR_IN1_DQ,ISI,BSC9,ITMX,,Z,SEIS,512
L1:ISI-ITMX_ST1_BLND_Z_L4C_CUR_IN1_DQ,ISI,BSC9,ITMX,,Z,SEIS,2048
L1:ISI-ITMX_ST1_BLND_Z_T240_CUR_IN1_DQ,ISI,BSC9,ITMX,,Z,SEIS,512
L1:ISI-ITMX_ST1_MASTER_H1_DRIVE_DQ,ISI,BSC9,ITMX,,,FEEDBACK,512
L1:ISI-ITMX_ST1_MASTER_H2_DRIVE_DQ,ISI,BSC9,ITMX,,,FEEDBACK,512
L1:ISI-ITMX_ST1_MASTER_H3_DRIVE_DQ,ISI,BSC9,ITMX,,,FEEDBACK,512
L1:ISI-ITMX_ST1_MASTER_V1_DRIVE_DQ,ISI,BSC9,ITMX,,,FEEDBACK,512
L1:ISI-ITMX_ST1_MASTER_V2_DRIVE_DQ,ISI,BSC9,ITMX,,,FEEDBACK,512
L1:ISI-ITMX_ST1_MASTER_V3_DRIVE_DQ,ISI,BSC9,ITMX,,,FEEDBACK,512
L1:ISI-ITMX_ST2_BLND_RX_CPS_CUR_IN1_DQ,ISI,BSC9,ITMX,,RX,SEIS,512
L1:ISI-ITMX_ST2_BLND_RX_GS13_CUR_IN1_DQ,ISI,BSC9,ITMX,,RX,SEIS,2048
L1:ISI-ITMX_ST2_BLND_RY_CPS_CUR_IN1_DQ,ISI,BSC9,ITMX,,RY,SEIS,512
L1:ISI-ITMX_ST2_BLND_RY_GS13_CUR_IN1_DQ,ISI,BSC9,ITMX,,RY,SEIS,2048
L1:ISI-ITMX_ST2_BLND_RZ_CPS_CUR_IN1_DQ,ISI,BSC9,ITMX,,RZ,SEIS,512
L1:ISI-ITMX_ST2_BLND_RZ_GS13_CUR_IN1_DQ,ISI,BSC9,ITMX,,RZ,SEIS,2048
L1:ISI-ITMX_ST2_BLND_X_CPS_CUR_IN1_DQ,ISI,BSC9,ITMX,,X,SEIS,512
L1:ISI-ITMX_ST2_BLND_X_GS13_CUR_IN1_DQ,ISI,BSC9,ITMX,,X,SEIS,2048
L1:ISI-ITMX_ST2_BLND_Y_CPS_CUR_IN1_DQ,ISI,BSC9,ITMX,,YAW,SEIS,512
L1:ISI-ITMX_ST2_BLND_Y_GS13_CUR_IN1_DQ,ISI,BSC9,ITMX,,YAW,SEIS,2048
L1:ISI-ITMX_ST2_BLND_Z_CPS_CUR_IN1_DQ,ISI,BSC9,ITMX,,Z,SEIS,512
L1:ISI-ITMX_ST2_BLND_Z_GS13_CUR_IN1_DQ,ISI,BSC9,ITMX,,Z,SEIS,2048
L1:ISI-ITMX_ST2_MASTER_H1_DRIVE_DQ,ISI,BSC9,ITMX,,,FEEDBACK,512
L1:ISI-ITMX_ST2_MASTER_H2_DRIVE_DQ,ISI,BSC9,ITMX,,,FEEDBACK,512
L1:ISI-ITMX_ST2_MASTER_H3_DRIVE_DQ,ISI,BSC9,ITMX,,,FEEDBACK,512
L1:ISI-ITMX_ST2_MASTER_V1_DRIVE_DQ,ISI,BSC9,ITMX,,,FEEDBACK,512
L1:ISI-ITMX_ST2_MASTER_V2_DRIVE_DQ,ISI,BSC9,ITMX,,,FEEDBACK,512
L1:ISI-ITMX_ST2_MASTER_V3_DRIVE_DQ,ISI,BSC9,ITMX,,,FEEDBACK,512
L1:HPI-ITMY_BLND_IPS_HP_IN1_DQ,HPI,BSC10,ITMY,,,,512
L1:HPI-ITMY_BLND_IPS_RX_IN1_DQ,HPI,BSC10,ITMY,,RX,,512
L1:HPI-ITMY_BLND_IPS_RY_IN1_DQ,HPI,BSC10,ITMY,,RY,,512
L1:HPI-ITMY_BLND_IPS_RZ_IN1_DQ,HPI,BSC10,ITMY,,RZ,,512
L1:HPI-ITMY_BLND_IPS_VP_IN1_DQ,HPI,BSC10,ITMY,,,,512
L1:HPI-ITMY_BLND_IPS_X_IN1_DQ,HPI,BSC10,ITMY,,X,,512
L1:HPI-ITMY_BLND_IPS_Y_IN1_DQ,HPI,BSC10,ITMY,,YAW,,512
L1:HPI-ITMY_BLND_IPS_Z_IN1_DQ,HPI,BSC10,ITMY,,Z,,512
L1:HPI-ITMY_BLND_L4C_HP_IN1_DQ,HPI,BSC10,ITMY,,,,1024
L1:HPI-ITMY_BLND_L4C_RX_IN1_DQ,HPI,BSC10,ITMY,,RX,,1024
L1:HPI-ITMY_BLND_L4C_RY_IN1_DQ,HPI,BSC10,ITMY,,RY,,1024
L1:HPI-ITMY_BLND_L4C_RZ_IN1_DQ,HPI,BSC10,ITMY,,RZ,,1024
L1:HPI-ITMY_BLND_L4C_VP_IN1_DQ,HPI,BSC10,ITMY,,,,1024
L1:HPI-ITMY_BLND_L4C_X_IN1_DQ,HPI,BSC10,ITMY,,X,,1024
L1:HPI-ITMY_BLND_L4C_Y_IN1_DQ,HPI,BSC10,ITMY,,YAW,,1024
L1:HPI-ITMY_BLND_L4C_Z_IN1_DQ,HPI,BSC10,ITMY,,Z,,1024
L1:HPI-ITMY_MASTER_OUT_H1_DQ,HPI,BSC10,ITMY,,,,512
L1:HPI-ITMY_MASTER_OUT_H2_DQ,HPI,BSC10,ITMY,,,,512
L1:HPI-ITMY_MASTER_OUT_H3_DQ,HPI,BSC10,ITMY,,,,512
L1:HPI-ITMY_MASTER_OUT_H4_DQ,HPI,BSC10,ITMY,,,,512
L1:HPI-ITMY_MASTER_OUT_V1_DQ,HPI,BSC10,ITMY,,,,512
L1:HPI-ITMY_MASTER_OUT_V2_DQ,HPI,BSC10,ITMY,,,,512
L1:HPI-ITMY_MASTER_OUT_V3_DQ,HPI,BSC10,ITMY,,,,512
L1:HPI-ITMY_MASTER_OUT_V4_DQ,HPI,BSC10,ITMY,,,,512
L1:ISI-GND_STS_HAM2_X_DQ,ISI,GND,,,X,SEIS,512
L1:ISI-GND_STS_HAM2_Y_DQ,ISI,GND,,,YAW,SEIS,512
L1:ISI-GND_STS_HAM2_Z_DQ,ISI,GND,,,Z,SEIS,512
L1:ISI-GND_STS_HAM5_X_DQ,ISI,GND,,,X,SEIS,512
L1:ISI-GND_STS_HAM5_Y_DQ,ISI,GND,,,YAW,SEIS,512
L1:ISI-GND_STS_HAM5_Z_DQ,ISI,GND,,,Z,SEIS,512
L1:ISI-GND_STS_ITMY_X_DQ,ISI,BSC10,ITMY,,X,SEIS,512
